,carat,cut,color,clarity,depth,table,price,x,y,z,hold
28059,0.38,Ideal,E,SI1,62.1,55.0,660,4.64,4.67,2.89,1.0
28060,0.38,Ideal,E,SI1,62.3,53.0,660,4.65,4.69,2.91,1.0
28062,0.38,Ideal,E,SI1,59.4,61.0,660,4.72,4.74,2.81,1.0
28067,0.39,Very Good,H,VS2,60.7,56.0,661,4.77,4.79,2.9,1.0
28069,0.39,Very Good,F,SI1,60.0,55.0,661,4.76,4.79,2.86,1.0
28074,0.3,Very Good,D,VS1,59.4,60.0,661,4.34,4.38,2.59,1.0
28079,0.4,Ideal,J,VVS2,62.5,53.0,662,4.74,4.79,2.98,1.0
28083,0.3,Premium,D,SI1,58.8,57.0,662,4.44,4.4,2.6,1.0
28086,0.3,Very Good,D,SI1,63.1,56.0,662,4.28,4.24,2.69,1.0
28091,0.38,Ideal,E,SI2,62.2,56.0,663,4.64,4.66,2.89,1.0
28095,0.31,Premium,F,SI1,60.7,58.0,663,4.38,4.35,2.65,1.0
28098,0.31,Very Good,F,SI1,63.2,56.0,663,4.31,4.27,2.71,1.0
28099,0.31,Very Good,F,SI1,63.1,57.0,663,4.31,4.28,2.71,1.0
28102,0.31,Ideal,F,SI1,62.3,56.0,663,4.35,4.32,2.7,1.0
28103,0.31,Premium,F,SI1,60.6,60.0,663,4.37,4.34,2.64,1.0
28105,0.3,Very Good,D,VS2,62.0,62.0,663,4.24,4.27,2.64,1.0
28107,0.36,Ideal,D,SI1,61.6,56.0,663,4.54,4.58,2.81,1.0
28108,0.36,Ideal,D,SI1,62.7,57.0,663,4.54,4.59,2.86,1.0
28109,0.42,Ideal,J,VS1,60.9,57.0,663,4.83,4.86,2.95,1.0
28111,0.36,Ideal,D,SI1,62.0,56.0,663,4.55,4.61,2.84,1.0
28113,0.36,Ideal,D,SI1,59.5,56.0,663,4.63,4.68,2.77,1.0
28115,0.42,Ideal,F,SI2,62.1,56.0,663,4.8,4.83,2.99,1.0
28118,0.36,Ideal,D,SI1,62.1,56.0,663,4.53,4.58,2.83,1.0
28124,0.36,Very Good,D,SI1,60.4,58.0,663,4.6,4.64,2.79,1.0
28125,0.35,Good,E,VS1,63.1,56.0,663,4.49,4.54,2.85,1.0
28129,0.29,Very Good,F,VVS2,60.1,58.0,664,4.32,4.37,2.61,1.0
28130,0.29,Very Good,E,VVS2,58.5,58.0,664,4.35,4.37,2.55,1.0
28133,0.29,Very Good,F,VVS1,62.3,58.0,664,4.22,4.25,2.64,1.0
28136,0.36,Ideal,G,VS2,60.6,56.0,664,4.62,4.67,2.81,1.0
28137,0.42,Ideal,J,VS1,61.4,55.0,664,4.83,4.85,2.97,1.0
28138,0.31,Ideal,E,VS1,61.3,54.0,664,4.37,4.4,2.69,1.0
28140,0.3,Ideal,G,VVS2,62.4,55.0,665,4.32,4.34,2.7,1.0
28142,0.3,Ideal,G,VVS2,61.8,54.0,665,4.33,4.34,2.68,1.0
28144,0.3,Ideal,G,VVS2,62.3,57.0,665,4.29,4.32,2.68,1.0
28152,0.3,Ideal,H,VVS1,61.1,58.0,665,4.33,4.35,2.65,1.0
28154,0.3,Ideal,H,VVS1,61.4,56.0,665,4.32,4.35,2.66,1.0
28161,0.3,Ideal,H,VVS1,61.9,58.0,665,4.27,4.29,2.65,1.0
28166,0.32,Ideal,G,VS1,62.0,55.0,665,4.43,4.44,2.75,1.0
28168,0.32,Ideal,G,VS1,61.6,55.0,665,4.43,4.46,2.74,1.0
28169,0.28,Ideal,F,VS1,62.0,53.0,665,4.23,4.26,2.63,1.0
28172,0.36,Premium,H,SI1,61.3,57.0,665,4.65,4.61,2.84,1.0
28174,0.35,Very Good,E,VS2,61.4,58.0,665,4.51,4.55,2.78,1.0
28178,0.41,Ideal,G,SI2,61.9,54.0,666,4.81,4.78,2.97,1.0
28189,0.4,Very Good,H,SI1,62.8,59.0,666,4.67,4.69,2.94,1.0
28191,0.4,Good,E,SI2,63.2,57.0,666,4.66,4.68,2.95,1.0
28198,0.38,Ideal,G,SI1,62.4,57.0,666,4.62,4.65,2.89,1.0
28202,0.4,Very Good,H,SI1,62.6,58.0,666,4.68,4.72,2.94,1.0
28204,0.4,Very Good,D,SI2,62.8,56.0,666,4.7,4.73,2.96,1.0
28208,0.4,Good,I,VS2,63.8,54.0,666,4.68,4.72,3.0,1.0
28212,0.4,Premium,H,SI1,62.7,58.0,666,4.65,4.69,2.93,1.0
28213,0.4,Premium,D,SI2,59.9,60.0,666,4.74,4.78,2.85,1.0
28217,0.4,Premium,D,SI2,62.1,60.0,666,4.69,4.75,2.93,1.0
28227,0.33,Premium,G,VS1,60.5,58.0,666,4.43,4.49,2.7,1.0
28228,0.33,Premium,G,VS1,60.8,59.0,666,4.43,4.45,2.7,1.0
28230,0.33,Ideal,H,VVS2,62.2,56.0,666,4.44,4.46,2.77,1.0
28236,0.33,Ideal,F,VS2,62.3,56.0,666,4.43,4.46,2.77,1.0
28239,0.33,Ideal,F,VS2,61.3,56.0,666,4.43,4.47,2.73,1.0
28248,0.33,Ideal,G,VS1,62.1,55.0,666,4.43,4.46,2.76,1.0
28251,0.33,Ideal,G,VS1,61.4,55.0,666,4.44,4.48,2.74,1.0
28252,0.33,Premium,F,VS2,62.1,59.0,666,4.39,4.44,2.74,1.0
28253,0.33,Premium,F,VS2,60.1,58.0,666,4.45,4.47,2.68,1.0
28269,0.25,Good,E,VS1,63.3,60.0,361,3.99,4.04,2.54,1.0
28271,0.32,Good,D,I1,64.0,54.0,361,4.33,4.36,2.78,1.0
28272,0.23,Very Good,D,VS2,62.7,58.0,362,3.86,3.89,2.43,1.0
28273,0.24,Very Good,E,VS2,64.1,59.0,362,3.88,3.92,2.5,1.0
28277,0.31,Very Good,J,SI1,61.9,59.0,363,4.28,4.32,2.66,1.0
28280,0.31,Good,J,SI1,63.5,55.0,363,4.3,4.33,2.74,1.0
28282,0.23,Ideal,G,SI1,62.0,54.0,364,3.95,3.99,2.46,1.0
28283,0.23,Ideal,G,SI1,62.1,53.0,364,3.93,3.96,2.45,1.0
28289,0.3,Ideal,I,SI2,61.9,56.0,367,4.3,4.32,2.67,1.0
28290,0.27,Ideal,I,VS1,62.2,55.0,432,4.15,4.18,2.59,1.0
28292,0.24,Ideal,I,VS1,62.0,56.0,432,4.0,4.01,2.48,1.0
28293,0.3,Ideal,G,SI1,62.3,56.0,432,4.29,4.32,2.68,1.0
28306,0.3,Very Good,H,SI1,62.9,59.0,432,4.24,4.28,2.68,1.0
28309,0.32,Good,I,SI1,63.9,55.0,432,4.34,4.36,2.78,1.0
28310,0.32,Premium,I,SI1,61.0,59.0,432,4.36,4.39,2.67,1.0
28316,0.3,Very Good,H,SI1,60.1,55.0,432,4.38,4.41,2.64,1.0
28319,0.24,Very Good,H,VVS2,60.7,58.0,432,4.04,4.07,2.46,1.0
28326,0.33,Premium,G,VS1,61.9,58.0,666,4.43,4.46,2.75,1.0
28329,0.33,Ideal,F,VS2,61.9,55.0,666,4.43,4.46,2.75,1.0
28332,0.33,Premium,G,VS1,62.4,59.0,666,4.41,4.47,2.77,1.0
28333,0.33,Ideal,H,VVS2,62.2,54.0,666,4.44,4.46,2.77,1.0
28335,0.33,Ideal,G,VS1,62.1,54.0,666,4.42,4.47,2.76,1.0
28338,0.33,Premium,G,VS1,62.2,58.0,666,4.39,4.42,2.74,1.0
28343,0.33,Ideal,G,VS1,60.1,55.0,666,4.5,4.55,2.72,1.0
28349,0.33,Very Good,G,VS1,60.1,61.0,666,4.44,4.48,2.68,1.0
28350,0.27,Very Good,E,VVS1,61.1,55.0,667,4.18,4.27,2.58,1.0
28354,0.34,Ideal,H,VVS2,61.7,55.0,667,4.48,4.5,2.77,1.0
28355,0.34,Ideal,H,VVS2,61.2,56.0,667,4.51,4.54,2.77,1.0
28357,0.4,Ideal,I,VS2,62.6,54.0,667,4.74,4.75,2.97,1.0
28358,0.4,Ideal,I,VS2,62.4,53.0,667,4.75,4.77,2.97,1.0
28360,0.4,Ideal,I,VS2,62.4,54.0,667,4.73,4.76,2.96,1.0
28362,0.35,Ideal,E,SI1,60.7,56.0,667,4.57,4.59,2.78,1.0
28365,0.36,Ideal,F,SI1,62.7,57.0,667,4.56,4.53,2.85,1.0
28367,0.33,Ideal,D,VS2,62.3,54.0,667,4.43,4.46,2.77,1.0
28368,0.36,Very Good,H,VVS2,61.3,55.0,668,4.58,4.64,2.81,1.0
28370,0.37,Ideal,G,VS2,62.5,53.0,668,4.6,4.61,2.88,1.0
28372,0.38,Ideal,I,SI1,61.5,56.0,668,4.67,4.7,2.88,1.0
28373,0.34,Ideal,I,IF,62.2,53.5,668,4.5,4.52,2.8,1.0
28379,0.33,Premium,I,VS1,61.1,59.0,668,4.47,4.44,2.72,1.0
28380,0.33,Premium,I,VS1,59.5,60.0,668,4.54,4.5,2.69,1.0
28384,0.33,Ideal,I,VS1,61.6,57.0,668,4.46,4.41,2.73,1.0
28386,0.33,Premium,H,VS2,61.3,60.0,668,4.47,4.44,2.73,1.0
28387,0.33,Premium,H,VS2,61.4,58.0,668,4.49,4.44,2.74,1.0
28391,0.33,Premium,H,VS2,62.0,59.0,668,4.44,4.4,2.74,1.0
28393,0.33,Ideal,H,VS2,62.2,57.0,668,4.46,4.42,2.76,1.0
28394,0.33,Premium,H,VS2,62.3,58.0,668,4.41,4.38,2.74,1.0
28405,0.35,Premium,D,SI2,60.8,58.0,669,4.57,4.51,2.76,1.0
28406,0.35,Premium,G,SI1,60.3,60.0,669,4.59,4.57,2.76,1.0
28407,0.35,Premium,D,SI2,62.3,58.0,669,4.54,4.48,2.81,1.0
28408,0.35,Ideal,D,SI2,62.2,56.0,669,4.55,4.52,2.82,1.0
28420,0.43,Good,E,SI2,63.4,57.0,669,4.77,4.82,3.04,1.0
28426,0.3,Ideal,D,VS2,61.2,57.0,670,4.29,4.34,2.64,1.0
28427,0.3,Ideal,D,VS2,61.4,54.0,670,4.34,4.39,2.68,1.0
28439,0.39,Very Good,F,SI1,61.3,62.0,670,4.68,4.71,2.88,1.0
28440,0.39,Very Good,E,SI1,59.1,59.0,670,4.76,4.81,2.83,1.0
28441,0.43,Very Good,E,SI2,59.9,57.0,671,4.88,4.94,2.94,1.0
28442,0.31,Ideal,G,VVS2,61.4,57.0,671,4.38,4.42,2.69,1.0
28443,0.31,Ideal,G,VVS2,61.7,57.0,671,4.36,4.39,2.7,1.0
28446,0.31,Ideal,H,VVS1,62.0,55.0,671,4.34,4.37,2.7,1.0
28454,0.41,Very Good,G,SI1,62.8,58.0,671,4.72,4.74,2.97,1.0
28457,0.32,Very Good,G,VVS2,61.9,57.0,672,4.39,4.41,2.73,1.0
28459,0.32,Very Good,G,VVS2,61.5,54.0,672,4.4,4.42,2.71,1.0
28460,0.32,Very Good,G,VVS2,61.3,57.0,672,4.39,4.43,2.7,1.0
28461,0.32,Very Good,H,VVS1,62.3,56.0,672,4.35,4.37,2.72,1.0
28462,0.32,Very Good,H,VVS1,61.2,57.0,672,4.39,4.42,2.69,1.0
28467,0.45,Ideal,J,VS2,61.4,55.0,672,4.94,4.97,3.04,1.0
28468,0.27,Ideal,G,IF,61.0,56.0,672,4.17,4.19,2.55,1.0
28475,0.32,Ideal,G,VS2,62.4,55.0,672,4.39,4.36,2.73,1.0
28476,0.32,Ideal,G,VS2,62.1,56.0,672,4.4,4.36,2.72,1.0
28477,0.32,Premium,E,SI1,60.4,61.0,672,4.42,4.39,2.66,1.0
28481,0.32,Very Good,E,SI1,63.1,56.0,672,4.37,4.34,2.75,1.0
28483,0.32,Very Good,E,SI1,63.4,56.0,672,4.34,4.31,2.74,1.0
28486,0.4,Good,G,SI2,60.6,55.8,672,4.76,4.82,2.91,1.0
28489,0.29,Ideal,G,VVS1,60.2,56.0,673,4.29,4.33,2.59,1.0
28490,0.29,Ideal,G,VVS1,61.5,56.0,673,4.25,4.28,2.62,1.0
28491,0.29,Ideal,G,VVS1,62.4,56.0,673,4.22,4.24,2.64,1.0
28492,0.32,Ideal,G,VS2,62.1,55.0,673,4.36,4.39,2.71,1.0
28494,0.3,Ideal,E,VS2,61.8,55.0,673,4.32,4.33,2.68,1.0
28499,0.3,Ideal,E,VS1,61.1,58.0,673,4.3,4.34,2.64,1.0
28500,0.4,Ideal,F,SI2,61.9,57.0,673,4.71,4.73,2.92,1.0
28501,0.4,Ideal,E,SI1,62.2,54.0,673,4.74,4.78,2.96,1.0
28505,0.3,Ideal,G,VS1,61.1,56.0,673,4.36,4.35,2.66,1.0
28506,0.3,Ideal,G,VS1,61.4,55.0,673,4.38,4.32,2.67,1.0
28509,0.3,Premium,F,VS2,58.8,60.0,673,4.41,4.37,2.58,1.0
28524,0.41,Ideal,J,VS1,61.6,55.1,674,4.75,4.8,2.95,1.0
28525,0.31,Very Good,F,VS1,61.2,55.0,675,4.35,4.37,2.67,1.0
28526,0.31,Very Good,F,VS1,62.0,56.0,675,4.32,4.35,2.69,1.0
28529,0.38,Ideal,I,VS2,61.4,55.0,675,4.66,4.69,2.87,1.0
28534,0.42,Fair,D,SI1,64.7,61.0,675,4.7,4.73,3.05,1.0
28546,0.3,Premium,I,VVS2,61.7,58.0,675,4.37,4.28,2.67,1.0
28549,0.3,Premium,I,VVS2,61.9,61.0,675,4.32,4.28,2.66,1.0
28554,0.3,Premium,H,VS1,60.1,61.0,675,4.32,4.3,2.59,1.0
28555,0.3,Ideal,H,VS1,61.6,57.0,675,4.33,4.3,2.66,1.0
28556,0.3,Premium,H,VS1,60.4,61.0,675,4.34,4.3,2.61,1.0
28563,0.3,Premium,H,VS1,62.5,58.0,675,4.34,4.27,2.69,1.0
28564,0.3,Ideal,H,VS1,62.2,57.0,675,4.3,4.28,2.67,1.0
28568,0.3,Good,H,VS1,63.9,55.0,675,4.28,4.26,2.73,1.0
28570,0.3,Premium,H,VS1,62.0,58.0,675,4.28,4.24,2.64,1.0
28573,0.3,Premium,H,VS1,63.0,58.0,675,4.28,4.23,2.68,1.0
28577,0.3,Premium,H,VS1,63.0,59.0,675,4.27,4.21,2.67,1.0
28578,0.3,Very Good,H,VS1,63.3,57.0,675,4.25,4.22,2.68,1.0
28579,0.3,Ideal,H,VS1,62.9,56.0,675,4.27,4.22,2.67,1.0
28580,0.3,Premium,G,VS2,60.6,60.0,675,4.34,4.3,2.62,1.0
28581,0.3,Premium,G,VS2,60.8,61.0,675,4.34,4.31,2.63,1.0
28583,0.3,Ideal,G,VS2,61.4,54.0,675,4.36,4.31,2.66,1.0
28584,0.3,Premium,G,VS2,61.9,58.0,675,4.33,4.3,2.67,1.0
28585,0.3,Good,G,VS2,63.9,55.0,675,4.28,4.27,2.73,1.0
28590,0.3,Ideal,G,VS2,61.3,56.0,675,4.33,4.28,2.64,1.0
28591,0.3,Premium,G,VS2,61.6,60.0,675,4.33,4.28,2.65,1.0
28592,0.3,Ideal,G,VS2,63.0,55.0,675,4.31,4.29,2.71,1.0
28595,0.3,Premium,G,VS2,62.2,60.0,675,4.25,4.24,2.64,1.0
28603,0.3,Premium,E,SI1,59.8,60.0,675,4.35,4.31,2.59,1.0
28604,0.3,Premium,E,SI1,60.6,56.0,675,4.37,4.35,2.64,1.0
28609,0.3,Premium,E,SI1,62.1,60.0,675,4.29,4.27,2.66,1.0
28610,0.3,Ideal,E,SI1,62.9,57.0,675,4.3,4.25,2.69,1.0
28611,0.3,Ideal,E,SI1,62.9,56.0,675,4.3,4.25,2.69,1.0
28617,0.3,Premium,E,SI1,61.3,60.0,675,4.28,4.24,2.61,1.0
28618,0.3,Good,E,SI1,63.6,57.0,675,4.24,4.22,2.69,1.0
28624,0.33,Ideal,H,SI2,61.3,55.0,433,4.48,4.49,2.75,1.0
28626,0.23,Very Good,H,VVS1,61.6,56.0,434,3.94,3.97,2.43,1.0
28634,0.33,Very Good,I,SI1,63.0,57.0,434,4.37,4.39,2.76,1.0
28635,0.33,Premium,G,SI2,62.6,58.0,434,4.4,4.42,2.76,1.0
28637,0.33,Very Good,G,SI2,62.9,55.0,434,4.41,4.46,2.79,1.0
28640,0.33,Ideal,G,SI2,61.9,56.0,434,4.41,4.45,2.74,1.0
28643,0.33,Premium,I,SI1,60.4,59.0,434,4.5,4.54,2.73,1.0
28646,0.29,Ideal,J,VS1,61.8,56.0,435,4.23,4.26,2.62,1.0
28647,0.31,Ideal,E,SI2,61.7,56.0,435,4.35,4.4,2.7,1.0
28650,0.3,Ideal,E,SI1,61.6,57.0,675,4.32,4.29,2.65,1.0
28653,0.33,Very Good,E,VS2,60.6,58.0,675,4.45,4.49,2.71,1.0
28654,0.32,Very Good,G,VVS1,60.9,57.0,676,4.41,4.44,2.69,1.0
28656,0.35,Ideal,G,VVS2,61.9,57.0,676,4.49,4.52,2.79,1.0
28662,0.31,Ideal,G,VVS2,62.5,53.0,677,4.37,4.4,2.74,1.0
28663,0.31,Ideal,G,VVS2,61.2,54.0,677,4.38,4.41,2.69,1.0
28669,0.24,Ideal,F,VVS2,61.0,56.0,678,4.05,4.08,2.48,1.0
28670,0.24,Ideal,F,VVS2,61.7,55.0,678,3.99,4.02,2.47,1.0
28672,0.24,Ideal,F,VVS2,62.1,56.0,678,3.96,3.99,2.46,1.0
28677,0.24,Ideal,F,VVS1,61.8,55.0,678,4.0,4.03,2.48,1.0
28678,0.24,Ideal,E,VVS1,60.2,57.0,678,4.02,4.07,2.44,1.0
28681,0.24,Ideal,F,IF,61.6,57.0,678,3.97,4.0,2.45,1.0
28683,0.24,Ideal,F,IF,60.7,57.0,678,3.99,4.04,2.43,1.0
28686,0.36,Ideal,G,VS1,62.3,57.0,678,4.55,4.57,2.84,1.0
28687,0.4,Good,F,SI1,63.6,59.0,678,4.64,4.67,2.96,1.0
28689,0.26,Very Good,F,VVS1,60.8,58.0,679,4.11,4.18,2.52,1.0
28693,0.41,Very Good,F,SI1,62.3,60.0,679,4.73,4.78,2.96,1.0
28694,0.43,Ideal,J,VS1,62.1,55.0,679,4.84,4.86,3.01,1.0
28703,0.41,Very Good,F,SI1,63.6,57.0,680,4.72,4.75,3.01,1.0
28706,0.38,Ideal,H,VS2,61.9,56.0,680,4.63,4.68,2.88,1.0
28709,0.38,Good,E,SI1,58.9,58.0,680,4.73,4.77,2.8,1.0
28711,0.23,Premium,E,VVS2,61.8,58.0,680,3.94,3.92,2.43,1.0
28715,0.23,Premium,E,VVS1,61.1,60.0,680,4.01,3.95,2.43,1.0
28717,0.45,Good,E,SI2,64.1,62.0,680,4.82,4.75,3.07,1.0
28719,0.31,Premium,E,VS2,61.6,59.0,680,4.32,4.35,2.67,1.0
28720,0.31,Ideal,E,VS2,61.8,55.0,680,4.35,4.39,2.7,1.0
28726,0.31,Very Good,E,VS2,62.8,57.0,680,4.33,4.37,2.73,1.0
28737,0.31,Ideal,E,VS2,61.6,56.0,680,4.32,4.38,2.68,1.0
28739,0.31,Premium,E,VS2,60.5,60.0,680,4.34,4.36,2.63,1.0
28742,0.31,Ideal,E,VS2,61.8,55.0,680,4.33,4.35,2.68,1.0
28744,0.31,Ideal,E,VS2,61.7,55.0,680,4.33,4.36,2.68,1.0
28745,0.31,Ideal,E,VS2,61.3,56.0,680,4.34,4.37,2.67,1.0
28746,0.31,Ideal,E,VS2,61.4,54.0,680,4.33,4.4,2.68,1.0
28747,0.31,Ideal,E,VS2,61.8,54.0,680,4.34,4.37,2.69,1.0
28750,0.31,Premium,E,VS2,60.3,58.0,680,4.37,4.42,2.65,1.0
28752,0.31,Very Good,E,VS2,62.6,56.0,680,4.3,4.33,2.7,1.0
28757,0.31,Ideal,E,VS2,61.8,55.0,680,4.37,4.4,2.71,1.0
28759,0.31,Very Good,E,VS2,61.7,58.0,680,4.31,4.34,2.67,1.0
28761,0.31,Ideal,E,VS2,62.4,54.0,680,4.31,4.35,2.7,1.0
28762,0.31,Ideal,F,VS1,60.6,56.0,680,4.39,4.42,2.67,1.0
28765,0.31,Ideal,E,VS2,62.0,55.0,680,4.34,4.37,2.7,1.0
28769,0.31,Ideal,E,VS2,62.3,57.0,680,4.32,4.35,2.7,1.0
28770,0.31,Ideal,E,VS2,61.9,55.0,680,4.34,4.39,2.7,1.0
28771,0.33,Very Good,D,VS2,62.5,59.0,681,4.39,4.41,2.75,1.0
28776,0.33,Ideal,D,VS2,61.8,54.0,681,4.43,4.47,2.75,1.0
28778,0.39,Good,F,VS2,64.3,55.0,681,4.56,4.64,2.96,1.0
28780,0.33,Ideal,E,VS2,59.3,58.0,681,4.53,4.51,2.68,1.0
28784,0.37,Good,E,VS2,63.5,56.0,681,4.55,4.59,2.9,1.0
28791,0.3,Very Good,D,VS1,59.7,58.0,681,4.39,4.32,2.6,1.0
28805,0.33,Ideal,E,VS2,62.4,54.0,682,4.44,4.47,2.78,1.0
28811,0.4,Good,E,SI1,64.2,56.0,682,4.66,4.69,3.0,1.0
28816,0.31,Premium,D,VS1,59.6,58.0,683,4.38,4.41,2.62,1.0
28817,0.31,Ideal,D,VS1,62.0,54.0,683,4.35,4.36,2.7,1.0
28821,0.41,Very Good,H,SI1,62.6,59.0,683,4.72,4.77,2.97,1.0
28824,0.41,Premium,H,SI1,61.7,60.0,683,4.71,4.75,2.92,1.0
28829,0.41,Ideal,E,SI2,59.8,55.0,683,4.81,4.93,2.91,1.0
28830,0.41,Very Good,H,SI1,60.0,61.0,683,4.77,4.83,2.88,1.0
28831,0.41,Premium,E,SI2,61.3,59.0,683,4.8,4.85,2.96,1.0
28843,0.41,Very Good,H,SI1,62.9,55.0,683,4.75,4.82,3.01,1.0
28845,0.41,Very Good,E,SI2,62.9,58.0,683,4.74,4.77,2.99,1.0
28847,0.41,Very Good,H,SI1,62.4,56.0,683,4.74,4.78,2.97,1.0
28848,0.41,Premium,H,SI1,62.0,59.0,683,4.78,4.8,2.97,1.0
28853,0.41,Very Good,H,SI1,61.4,60.0,683,4.73,4.78,2.92,1.0
28855,0.41,Premium,E,SI2,62.1,58.0,683,4.73,4.77,2.95,1.0
28858,0.4,Very Good,E,SI1,59.8,61.0,684,4.76,4.81,2.86,1.0
28859,0.3,Ideal,F,VVS2,62.2,55.0,684,4.29,4.33,2.68,1.0
28863,0.36,Ideal,H,SI1,61.4,56.0,684,4.56,4.59,2.81,1.0
28864,0.4,Ideal,E,SI1,63.2,56.0,684,4.66,4.71,2.96,1.0
28866,0.37,Very Good,H,SI1,63.2,57.0,684,4.58,4.54,2.88,1.0
28867,0.32,Premium,F,SI1,62.3,55.0,684,4.44,4.39,2.75,1.0
28874,0.32,Ideal,J,IF,62.2,56.0,684,4.41,4.37,2.73,1.0
28875,0.31,Ideal,D,SI1,62.0,56.0,684,4.39,4.35,2.71,1.0
28879,0.31,Ideal,D,SI1,61.8,57.0,684,4.37,4.33,2.69,1.0
28883,0.44,Good,E,SI2,63.2,59.0,684,4.8,4.85,3.05,1.0
28885,0.3,Ideal,G,VVS1,61.7,57.0,684,4.31,4.34,2.67,1.0
28895,0.3,Very Good,G,VVS2,61.3,58.0,684,4.28,4.34,2.64,1.0
28896,0.3,Good,G,VVS2,63.3,57.0,684,4.23,4.27,2.69,1.0
28900,0.3,Very Good,H,VVS1,62.2,58.0,684,4.26,4.29,2.66,1.0
28901,0.3,Very Good,G,VVS2,62.8,60.0,684,4.25,4.28,2.68,1.0
28905,0.3,Ideal,G,VVS2,60.9,57.0,684,4.32,4.35,2.64,1.0
28907,0.3,Very Good,H,VVS1,62.0,59.0,684,4.26,4.29,2.65,1.0
28909,0.39,Very Good,G,SI1,62.4,58.0,684,4.67,4.72,2.93,1.0
28920,0.3,Ideal,H,VVS1,62.0,55.0,684,4.3,4.34,2.68,1.0
28923,0.3,Ideal,H,VVS1,61.9,55.0,684,4.32,4.34,2.68,1.0
28925,0.3,Ideal,G,VVS2,61.5,55.0,684,4.3,4.32,2.65,1.0
28928,0.3,Very Good,G,VVS2,62.1,59.0,684,4.23,4.27,2.64,1.0
28929,0.3,Very Good,G,VVS2,61.3,57.0,684,4.29,4.33,2.64,1.0
28934,0.3,Premium,G,VVS2,60.8,58.0,684,4.34,4.38,2.65,1.0
28938,0.3,Very Good,G,VVS2,62.9,55.0,684,4.3,4.32,2.71,1.0
28939,0.3,Premium,H,VVS1,62.7,59.0,684,4.29,4.32,2.7,1.0
28941,0.3,Ideal,G,VVS2,62.7,57.0,684,4.26,4.29,2.68,1.0
28951,0.31,Good,I,VS2,63.1,54.0,435,4.31,4.34,2.73,1.0
28952,0.31,Good,H,SI1,63.6,57.0,435,4.28,4.31,2.73,1.0
28953,0.31,Very Good,H,SI1,62.9,56.0,435,4.27,4.31,2.7,1.0
28954,0.25,Very Good,F,VS1,61.2,59.0,435,4.02,4.05,2.47,1.0
28955,0.25,Premium,E,VS1,61.5,60.0,435,4.02,4.04,2.48,1.0
28956,0.31,Good,I,VS2,63.2,55.0,435,4.3,4.4,2.75,1.0
28957,0.31,Premium,I,VS2,61.1,58.0,435,4.36,4.38,2.67,1.0
28958,0.25,Premium,E,VS1,60.7,59.0,435,4.11,4.13,2.5,1.0
28960,0.31,Ideal,I,VS2,59.9,57.0,435,4.38,4.4,2.63,1.0
28962,0.31,Premium,I,VS2,59.9,60.0,435,4.41,4.44,2.65,1.0
28966,0.31,Very Good,H,SI1,62.4,57.0,435,4.31,4.35,2.7,1.0
28971,0.31,Very Good,H,SI1,61.0,61.0,435,4.33,4.39,2.66,1.0
28973,0.31,Very Good,H,SI1,62.8,58.0,435,4.28,4.32,2.7,1.0
28974,0.31,Premium,I,VS2,59.8,60.0,435,4.38,4.42,2.63,1.0
28979,0.25,Very Good,F,VS1,62.1,58.0,436,4.0,4.05,2.5,1.0
28981,0.31,Ideal,E,VS1,61.9,54.4,685,4.33,4.37,2.69,1.0
28994,0.34,Ideal,F,VS2,62.1,56.0,686,4.45,4.47,2.77,1.0
28999,0.34,Ideal,F,VS2,62.6,54.0,686,4.46,4.48,2.8,1.0
29000,0.34,Ideal,F,VS2,62.5,55.0,686,4.48,4.51,2.81,1.0
29002,0.34,Premium,F,VS2,62.6,59.0,686,4.44,4.48,2.79,1.0
29006,0.34,Premium,F,VS2,60.7,60.0,686,4.46,4.5,2.72,1.0
29010,0.34,Very Good,G,VS1,61.7,60.0,686,4.45,4.49,2.76,1.0
29012,0.34,Very Good,H,VVS2,61.4,58.0,686,4.46,4.5,2.75,1.0
29013,0.34,Very Good,G,VS1,60.4,61.0,686,4.48,4.53,2.72,1.0
29015,0.31,Ideal,G,VVS2,61.3,56.0,687,4.37,4.41,2.69,1.0
29018,0.31,Ideal,G,VVS2,61.8,56.0,687,4.37,4.4,2.71,1.0
29020,0.31,Ideal,G,VVS2,62.2,54.0,687,4.35,4.39,2.72,1.0
29021,0.31,Ideal,G,VVS2,62.1,54.0,687,4.38,4.41,2.73,1.0
29023,0.31,Ideal,G,VVS2,60.8,56.0,687,4.41,4.44,2.69,1.0
29024,0.3,Ideal,G,VVS2,62.5,53.8,687,4.26,4.3,2.68,1.0
29025,0.33,Ideal,H,VVS1,61.4,53.0,687,4.5,4.55,2.78,1.0
29030,0.31,Ideal,H,VVS1,62.3,54.0,687,4.37,4.4,2.73,1.0
29036,0.42,Good,G,SI1,63.1,56.0,687,4.75,4.79,3.01,1.0
29039,0.4,Good,E,SI1,63.2,56.0,687,4.69,4.74,2.98,1.0
29040,0.42,Very Good,G,SI1,61.6,61.0,687,4.79,4.82,2.96,1.0
29044,0.42,Ideal,E,SI2,62.7,55.2,687,4.78,4.79,3.0,1.0
29045,0.4,Very Good,E,SI1,61.4,58.0,687,4.77,4.81,2.94,1.0
29048,0.4,Very Good,E,SI1,62.9,59.0,687,4.69,4.72,2.96,1.0
29050,0.4,Very Good,E,SI1,62.2,62.0,687,4.66,4.69,2.91,1.0
